"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
4.181260750E0,5.031503390E-1,1.043993470E0,3.068604000E-3,1.799999952E0,2.000000000E2
4.193756625E0,5.031259440E-1,1.044008300E0,3.068484000E-3,1.799999952E0,2.000000000E2
4.210418000E0,5.032530958E-1,1.044478973E0,3.068359000E-3,1.799999952E0,2.000000000E2
4.227079000E0,5.032313737E-1,1.044530385E0,3.068235000E-3,1.799999952E0,2.000000000E2
4.243740208E0,5.032971489E-1,1.044833393E0,3.068108000E-3,1.799999952E0,2.000000000E2
4.260401416E0,5.032809081E-1,1.044775015E0,3.067982000E-3,1.799999952E0,2.000000000E2
4.277062583E0,5.033786911E-1,1.045164450E0,3.067852000E-3,1.799999952E0,2.000000000E2
4.297889083E0,5.033692850E-1,1.045310758E0,3.067722000E-3,1.799999952E0,2.000000000E2
4.310384875E0,5.034427745E-1,1.045620694E0,3.067589000E-3,1.799999952E0,2.000000000E2
4.327046083E0,5.034602334E-1,1.045810227E0,3.067456000E-3,1.799999952E0,2.000000000E2
4.343707333E0,5.031987568E-1,1.044664776E0,3.067333000E-3,1.799999952E0,2.000000000E2
4.364533750E0,5.030975903E-1,1.044386800E0,3.067214000E-3,1.799999952E0,2.000000000E2
4.381195083E0,5.031522676E-1,1.044488505E0,3.067093000E-3,1.799999952E0,2.000000000E2
4.393690666E0,5.030859849E-1,1.044272446E0,3.066974000E-3,1.799999952E0,2.000000000E2
4.414517291E0,5.033245214E-1,1.045424372E0,3.066846000E-3,1.799999952E0,2.000000000E2
4.431178333E0,5.032350617E-1,1.045031249E0,3.066721000E-3,1.799999952E0,2.000000000E2
4.447839750E0,5.032402385E-1,1.045152288E0,3.066596000E-3,1.799999952E0,2.000000000E2
4.464500833E0,5.030431160E-1,1.044295973E0,3.066479000E-3,1.799999952E0,2.000000000E2
4.481162041E0,5.031002294E-1,1.044522614E0,3.066360000E-3,1.799999952E0,2.000000000E2
4.497823166E0,5.032420317E-1,1.045059517E0,3.066235000E-3,1.799999952E0,2.000000000E2
