"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
2.446561541E0,5.087117570E-1,1.057031777E0,3.162484000E-3,1.799999952E0,2.000000000E2
2.463222833E0,5.085398078E-1,1.056597901E0,3.162146000E-3,1.799999952E0,2.000000000E2
2.471553500E0,5.086462525E-1,1.057066582E0,3.161804000E-3,1.799999952E0,2.000000000E2
2.488214625E0,5.082743049E-1,1.055743784E0,3.161476000E-3,1.799999952E0,2.000000000E2
2.504875875E0,5.084279156E-1,1.056331862E0,3.161142000E-3,1.799999952E0,2.000000000E2
2.521537041E0,5.083463733E-1,1.056173997E0,3.160812000E-3,1.799999952E0,2.000000000E2
2.534032875E0,5.085123338E-1,1.056986224E0,3.160475000E-3,1.799999952E0,2.000000000E2
2.550694125E0,5.085571313E-1,1.057174333E0,3.160136000E-3,1.799999952E0,2.000000000E2
2.563189750E0,5.085024540E-1,1.057158108E0,3.159800000E-3,1.799999952E0,2.000000000E2
2.575685916E0,5.084355284E-1,1.056975575E0,3.159466000E-3,1.799999952E0,2.000000000E2
2.588181958E0,5.083688736E-1,1.056709640E0,3.159135000E-3,1.799999952E0,2.000000000E2
2.604843125E0,5.083823399E-1,1.056967646E0,3.158803000E-3,1.799999952E0,2.000000000E2
2.621504291E0,5.084786680E-1,1.057459853E0,3.158468000E-3,1.799999952E0,2.000000000E2
2.634000000E0,5.081983454E-1,1.056491262E0,3.158144000E-3,1.799999952E0,2.000000000E2
2.650661083E0,5.082583686E-1,1.056804474E0,3.157817000E-3,1.799999952E0,2.000000000E2
2.667322375E0,5.082346165E-1,1.056758186E0,3.157491000E-3,1.799999952E0,2.000000000E2
2.679818458E0,5.082566769E-1,1.056897003E0,3.157165000E-3,1.799999952E0,2.000000000E2
2.692314375E0,5.080565769E-1,1.055956972E0,3.156847000E-3,1.799999952E0,2.000000000E2
2.717306208E0,5.081483712E-1,1.056468900E0,3.156525000E-3,1.799999952E0,2.000000000E2
2.725636708E0,5.080979232E-1,1.056392786E0,3.156205000E-3,1.799999952E0,2.000000000E2
2.738132666E0,5.082743387E-1,1.057152238E0,3.155878000E-3,1.799999952E0,2.000000000E2
2.763124416E0,5.077119340E-1,1.054865227E0,3.155573000E-3,1.799999952E0,2.000000000E2
2.771454958E0,5.076547191E-1,1.054740046E0,3.155271000E-3,1.799999952E0,2.000000000E2
2.788116333E0,5.075159958E-1,1.054414390E0,3.154974000E-3,1.799999952E0,2.000000000E2
2.804777375E0,5.078920037E-1,1.055766639E0,3.154662000E-3,1.799999952E0,2.000000000E2
2.813108083E0,5.076358731E-1,1.054956263E0,3.154360000E-3,1.799999952E0,2.000000000E2
2.829769375E0,5.075488496E-1,1.054499191E0,3.154062000E-3,1.799999952E0,2.000000000E2
2.842265083E0,5.074716382E-1,1.054487698E0,3.153767000E-3,1.799999952E0,2.000000000E2
2.854761041E0,5.074773225E-1,1.054607982E0,3.153472000E-3,1.799999952E0,2.000000000E2
2.871422291E0,5.075205635E-1,1.054825485E0,3.153175000E-3,1.799999952E0,2.000000000E2
2.883917666E0,5.074790142E-1,1.054729082E0,3.152880000E-3,1.799999952E0,2.000000000E2
2.896413958E0,5.071897253E-1,1.053521590E0,3.152596000E-3,1.799999952E0,2.000000000E2
2.908909833E0,5.072791850E-1,1.054047407E0,3.152309000E-3,1.799999952E0,2.000000000E2
2.925571208E0,5.072812150E-1,1.054153504E0,3.152022000E-3,1.799999952E0,2.000000000E2
2.938067208E0,5.072166580E-1,1.053896574E0,3.151737000E-3,1.799999952E0,2.000000000E2
2.954728291E0,5.072652788E-1,1.054268819E0,3.151450000E-3,1.799999952E0,2.000000000E2
2.971389500E0,5.073084860E-1,1.054580241E0,3.151162000E-3,1.799999952E0,2.000000000E2
2.979720083E0,5.073358247E-1,1.054835108E0,3.150873000E-3,1.799999952E0,2.000000000E2
3.000546333E0,5.072542148E-1,1.054512648E0,3.150587000E-3,1.799999952E0,2.000000000E2
3.017207708E0,5.073001626E-1,1.054812178E0,3.150299000E-3,1.799999952E0,2.000000000E2
3.033868458E0,5.073155237E-1,1.055046253E0,3.150010000E-3,1.799999952E0,2.000000000E2
3.046364791E0,5.074068781E-1,1.055375205E0,3.149718000E-3,1.799999952E0,2.000000000E2
3.063026041E0,5.074284648E-1,1.055736818E0,3.149425000E-3,1.799999952E0,2.000000000E2
3.075521833E0,5.074928527E-1,1.055990982E0,3.149130000E-3,1.799999952E0,2.000000000E2
3.088017833E0,5.075996697E-1,1.056541453E0,3.148830000E-3,1.799999952E0,2.000000000E2
3.108844250E0,5.075560902E-1,1.056623288E0,3.148532000E-3,1.799999952E0,2.000000000E2
3.121340250E0,5.072760721E-1,1.055387860E0,3.148245000E-3,1.799999952E0,2.000000000E2
3.138001458E0,5.073499000E-1,1.055874800E0,3.147955000E-3,1.799999952E0,2.000000000E2
3.154662500E0,5.073016514E-1,1.055506251E0,3.147667000E-3,1.799999952E0,2.000000000E2
3.167158458E0,5.072315115E-1,1.055303758E0,3.147382000E-3,1.799999952E0,2.000000000E2
3.183819500E0,5.072148309E-1,1.055285351E0,3.147098000E-3,1.799999952E0,2.000000000E2
3.200480916E0,5.072728240E-1,1.055479256E0,3.146811000E-3,1.799999952E0,2.000000000E2
3.212976833E0,5.073585618E-1,1.056032500E0,3.146521000E-3,1.799999952E0,2.000000000E2
3.229638041E0,5.068516464E-1,1.053824767E0,3.146251000E-3,1.799999952E0,2.000000000E2
3.237968583E0,5.066765167E-1,1.053374820E0,3.145988000E-3,1.799999952E0,2.000000000E2
3.254629833E0,5.067532544E-1,1.053667705E0,3.145722000E-3,1.799999952E0,2.000000000E2
3.271290958E0,5.067082539E-1,1.053519067E0,3.145458000E-3,1.799999952E0,2.000000000E2
3.283786666E0,5.066516818E-1,1.053422491E0,3.145196000E-3,1.799999952E0,2.000000000E2
3.300447916E0,5.066895770E-1,1.053778706E0,3.144932000E-3,1.799999952E0,2.000000000E2
3.317109041E0,5.066354072E-1,1.053432023E0,3.144671000E-3,1.799999952E0,2.000000000E2
3.329605041E0,5.066604789E-1,1.053801133E0,3.144409000E-3,1.799999952E0,2.000000000E2
3.346266125E0,5.066999982E-1,1.053936847E0,3.144145000E-3,1.799999952E0,2.000000000E2
3.367092750E0,5.064564541E-1,1.053054025E0,3.143891000E-3,1.799999952E0,2.000000000E2
3.379588750E0,5.065492296E-1,1.053387342E0,3.143633000E-3,1.799999952E0,2.000000000E2
3.387919416E0,5.066145987E-1,1.053968142E0,3.143373000E-3,1.799999952E0,2.000000000E2
3.408745916E0,5.067527807E-1,1.054428756E0,3.143107000E-3,1.799999952E0,2.000000000E2
3.425407125E0,5.063135353E-1,1.052700442E0,3.142858000E-3,1.799999952E0,2.000000000E2
3.437903041E0,5.064776348E-1,1.053516082E0,3.142603000E-3,1.799999952E0,2.000000000E2
3.454564291E0,5.064180176E-1,1.053203777E0,3.142350000E-3,1.799999952E0,2.000000000E2
3.471225416E0,5.065667561E-1,1.054019268E0,3.142092000E-3,1.799999952E0,2.000000000E2
3.479555333E0,5.064329727E-1,1.053545700E0,3.141839000E-3,1.799999952E0,2.000000000E2
3.492051750E0,5.065615455E-1,1.054122580E0,3.141581000E-3,1.799999952E0,2.000000000E2
3.508712875E0,5.064717814E-1,1.053724159E0,3.141326000E-3,1.799999952E0,2.000000000E2
3.521209000E0,5.063034525E-1,1.053402018E0,3.141078000E-3,1.799999952E0,2.000000000E2
3.537870208E0,5.064519879E-1,1.053881088E0,3.140824000E-3,1.799999952E0,2.000000000E2
3.550366083E0,5.064566233E-1,1.054069100E0,3.140570000E-3,1.799999952E0,2.000000000E2
3.567026791E0,5.066546593E-1,1.055112987E0,3.140308000E-3,1.799999952E0,2.000000000E2
3.579523083E0,5.067177953E-1,1.055490301E0,3.140044000E-3,1.799999952E0,2.000000000E2
