"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
3.488683667E0,1.679151089E-1,3.073203718E0,2.334111000E-3,1.799999952E0,2.500000000E1
3.505344667E0,1.678303693E-1,3.055941224E0,2.343802000E-3,1.799999952E0,2.500000000E1
3.517840458E0,1.678064818E-1,3.056898334E0,2.342094000E-3,1.799999952E0,2.500000000E1
3.534501458E0,1.685704243E-1,3.084504554E0,2.340112000E-3,1.799999952E0,2.500000000E1
3.551162542E0,1.683828772E-1,3.082343540E0,2.338430000E-3,1.799999952E0,2.500000000E1
3.563658542E0,1.682855002E-1,3.080809874E0,2.336886000E-3,1.799999952E0,2.500000000E1
3.576154124E0,1.682625262E-1,3.065398782E0,2.346576000E-3,1.799999952E0,2.500000000E1
3.588650208E0,1.687821297E-1,3.085773640E0,2.344912000E-3,1.799999952E0,2.500000000E1
3.605311166E0,1.686915197E-1,3.085977603E0,2.343342000E-3,1.799999952E0,2.500000000E1
3.617806749E0,1.686558238E-1,3.074684635E0,2.353047000E-3,1.799999952E0,2.500000000E1
3.630302832E0,1.686644686E-1,3.074842781E0,2.351263000E-3,1.799999952E0,2.500000000E1
3.646963666E0,1.686019078E-1,3.059218461E0,2.361003000E-3,1.799999952E0,2.500000000E1
3.667790249E0,1.680267812E-1,3.026144625E0,2.370800000E-3,1.799999952E0,2.500000000E1
3.680286041E0,1.679859931E-1,3.011776939E0,2.380639000E-3,1.799999952E0,2.500000000E1
3.692781792E0,1.683463354E-1,3.026321436E0,2.378740000E-3,1.799999952E0,2.500000000E1
3.709443083E0,1.683475197E-1,3.027924191E0,2.376982000E-3,1.799999952E0,2.500000000E1
3.726103999E0,1.694251123E-1,3.069012798E0,2.375274000E-3,1.799999952E0,2.500000000E1
3.738600041E0,1.695335026E-1,3.071284726E0,2.373008000E-3,1.799999952E0,2.500000000E1
3.755261041E0,1.693416753E-1,3.069823812E0,2.371325000E-3,1.799999952E0,2.500000000E1
3.767756917E0,1.694405072E-1,3.074242669E0,2.369644000E-3,1.799999952E0,2.500000000E1
3.784417875E0,1.693622977E-1,3.073946397E0,2.367848000E-3,1.799999952E0,2.500000000E1
3.801079042E0,1.698274945E-1,3.093892530E0,2.366285000E-3,1.799999952E0,2.500000000E1
3.813574750E0,1.697526854E-1,3.093151558E0,2.364282000E-3,1.799999952E0,2.500000000E1
3.826070708E0,1.696623799E-1,3.093706213E0,2.362721000E-3,1.799999952E0,2.500000000E1
3.838566625E0,1.697172095E-1,3.095790327E0,2.361161000E-3,1.799999952E0,2.500000000E1
3.855227625E0,1.696067383E-1,3.096663397E0,2.359556000E-3,1.799999952E0,2.500000000E1
3.867723458E0,1.695586250E-1,3.097086285E0,2.357883000E-3,1.799999952E0,2.500000000E1
3.880219250E0,1.695672698E-1,3.097941950E0,2.356003000E-3,1.799999952E0,2.500000000E1
3.892714957E0,1.695048105E-1,3.098457973E0,2.354448000E-3,1.799999952E0,2.500000000E1
3.909376000E0,1.694583890E-1,3.097170269E0,2.352732000E-3,1.799999952E0,2.500000000E1
3.921871917E0,1.693446697E-1,3.085835805E0,2.362456000E-3,1.799999952E0,2.500000000E1
3.938533125E0,1.693884521E-1,3.086297352E0,2.360897000E-3,1.799999952E0,2.500000000E1
3.951028957E0,1.692444844E-1,3.084562573E0,2.359223000E-3,1.799999952E0,2.500000000E1
3.967690042E0,1.691332519E-1,3.085192056E0,2.357504000E-3,1.799999952E0,2.500000000E1
3.980185792E0,1.690778472E-1,3.084468680E0,2.355624000E-3,1.799999952E0,2.500000000E1
