"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
2.665676083E0,8.923148531E-2,1.948102787E-1,2.923564000E-3,1.799999952E0,2.000000000E2
2.678172541E0,8.941322132E-2,1.952831654E-1,2.920002000E-3,1.799999952E0,2.000000000E2
2.690668291E0,8.951792359E-2,1.956707528E-1,2.917245000E-3,1.799999952E0,2.000000000E2
2.703164208E0,8.955874547E-2,1.960343918E-1,2.913261000E-3,1.799999952E0,2.000000000E2
2.719825291E0,9.034139032E-2,1.989999136E-1,2.909083000E-3,1.799999952E0,2.000000000E2
2.736486416E0,9.035308875E-2,1.992980684E-1,2.905824000E-3,1.799999952E0,2.000000000E2
2.753147624E0,9.035667526E-2,1.996463266E-1,2.902568000E-3,1.799999952E0,2.000000000E2
2.765643333E0,9.020357208E-2,1.997133609E-1,2.899316000E-3,1.799999952E0,2.000000000E2
2.778138999E0,9.018964899E-2,1.998702397E-1,2.896904000E-3,1.799999952E0,2.000000000E2
2.794800458E0,9.067499453E-2,2.012996454E-1,2.894595000E-3,1.799999952E0,2.000000000E2
2.811461624E0,9.053906259E-2,2.011708124E-1,2.891947000E-3,1.799999952E0,2.000000000E2
2.828122708E0,9.043924947E-2,2.010453937E-1,2.887884000E-3,1.799999952E0,2.000000000E2
2.844783541E0,9.027410950E-2,2.006730365E-1,2.885158000E-3,1.799999952E0,2.000000000E2
2.857279458E0,9.039248956E-2,2.001491392E-1,2.899930000E-3,1.799999952E0,2.000000000E2
2.873940541E0,9.055112476E-2,2.007121516E-1,2.896424000E-3,1.799999952E0,2.000000000E2
2.886436416E0,9.062942730E-2,2.010488313E-1,2.893321000E-3,1.799999952E0,2.000000000E2
2.903097791E0,9.063200722E-2,2.012219537E-1,2.890302000E-3,1.799999952E0,2.000000000E2
2.919758999E0,9.052684817E-2,2.017198366E-1,2.886582000E-3,1.799999952E0,2.000000000E2
2.932254791E0,9.058731124E-2,2.020120251E-1,2.883546000E-3,1.799999952E0,2.000000000E2
2.948915624E0,9.073785988E-2,2.024695318E-1,2.880626000E-3,1.799999952E0,2.000000000E2
2.965576624E0,9.059822302E-2,2.024336379E-1,2.877059000E-3,1.799999952E0,2.000000000E2
2.973907374E0,9.055049881E-2,2.027458423E-1,2.873823000E-3,1.799999952E0,2.000000000E2
2.990568541E0,9.051139406E-2,2.026144087E-1,2.870885000E-3,1.799999952E0,2.000000000E2
3.003064583E0,9.053427495E-2,2.027180037E-1,2.866570000E-3,1.799999952E0,2.000000000E2
3.019725791E0,9.046652045E-2,2.031091672E-1,2.863218000E-3,1.799999952E0,2.000000000E2
3.032221583E0,9.047971608E-2,2.035000776E-1,2.860459000E-3,1.799999952E0,2.000000000E2
3.044717166E0,9.063126285E-2,2.025564415E-1,2.875096000E-3,1.799999952E0,2.000000000E2
3.065543874E0,9.036159824E-2,2.020227293E-1,2.871149000E-3,1.799999952E0,2.000000000E2
3.078039749E0,9.046410125E-2,2.024005058E-1,2.868060000E-3,1.799999952E0,2.000000000E2
3.086370083E0,9.051930298E-2,2.028317817E-1,2.864199000E-3,1.799999952E0,2.000000000E2
3.103031291E0,9.056924337E-2,2.031993502E-1,2.861635000E-3,1.799999952E0,2.000000000E2
3.119692333E0,9.057298214E-2,2.032817913E-1,2.859270000E-3,1.799999952E0,2.000000000E2
3.132188333E0,9.048586558E-2,2.033768476E-1,2.856711000E-3,1.799999952E0,2.000000000E2
3.148849583E0,9.060251160E-2,2.038270577E-1,2.853705000E-3,1.799999952E0,2.000000000E2
3.165510624E0,9.076990159E-2,2.043512781E-1,2.851335000E-3,1.799999952E0,2.000000000E2
3.178006291E0,9.060871185E-2,2.043983541E-1,2.848783000E-3,1.799999952E0,2.000000000E2
3.190502208E0,9.045454287E-2,2.038005772E-1,2.846233000E-3,1.799999952E0,2.000000000E2
3.211328624E0,9.042577470E-2,2.037704427E-1,2.843681000E-3,1.799999952E0,2.000000000E2
